@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @INGVterremoti: #terremoto Ml:2.9 2012-09-07 15:10:07 UTC Lat=39.89 Lon=16.02 Prof=8.4Km Prov=POTENZA,COSENZA","8","1","0","112","25","1","0"
"RT @adhieyz: #earthquake M  6.1  KEP. MENTAWAI REGION, INDONESIA: Magnitude  M  6.1Region  KEP. MENTAWAI REGION, INDONESIADat... http:// ...","14","0","0","144","19","1","0"
"I'm at Downtown COS (Colorado Springs, CO) http://t.co/pPU3q70S","5","1","1","63","12","0","0"
"RT @claudiofreidzon: Estamos orando por Costa Rica, esta nación fue alcanzada hoy por un terremoto. Unamonos en oración a favor de esta  ...","8","2","0","142","24","0","1"
"At least, top 5 meynteyn! #Philippines #MissUniverse","4","0","0","52","7","2","0"
"BBC News - Hundreds forced from their homes by Colorado wildfire http://t.co/rAKBJwQJ","6","1","0","85","14","0","1"
"RT @bbcweather: Cooler air pushing north across the #bushfire stricken #Sydney area will bring about some showers on Wednesday. StavD http:…","12","5","0","142","21","2","1"
"RT @newsbreak_ph: We'll be using the unified hashtags #ReliefPH (for relief ops); #RescuePH (for rescue concerns); and #FloodsPH (for ge ...","12","3","1","140","21","3","1"
"http://t.co/3jSolYmo  #bigwet ok this made me cry my belly hurts now loooooooool","5","3","1","80","15","1","0"
"Insight: Anger at Bangladesh factory disaster turns spotlight on MP: SAVAR, Bangladesh (Reuters) - Bangladeshi... http://t.co/ANIIYn0Xir","11","1","0","136","18","0","1"
"RT @NSWRFS: Whilst conditions have eased there are still over 600 #NSWRFS volunteers working on fireground across the state tonight. #nswfi…","7","6","0","142","21","2","1"
"God bless the citizens &amp; 1st responders in Colorado with the wild fires http://t.co/gDeYD9K2","6","1","0","96","17","0","1"
"4.5 - offshore Maule, Chile (Chile) - 14/09/12  20:50:46 EDT  Depth: 20.3 km (12.61 mi) http://t.co/hoQFAJCU #hmrd #Quake #Earthquake","10","1","0","133","27","3","0"
"Rolling #nswfires coverage #nswfire updating http://t.co/kcrimE3BQk #breakingnews http://t.co/I12lRuEG2M #australians http://t.co/CA7u1JUiMn","6","5","0","140","19","4","1"
"Earthquake Costa Rica - Costa Rica, an example for earthquake resistant construction !  - http://t.co/n4y6x1yj","8","0","0","110","15","0","1"
"RT @Emac_FS: Jake has done it again....?????? #RedOctober @JBFCustoms http://t.co/twAp7yGiJg","7","2","1","110","13","1","0"
"Au #Bangladesh, une ouvrière du textile MEURT tous les 2 jours ! #LaHonte","5","0","0","74","13","2","0"
"RT @astroengine: Humans are so intelligent and powerful... until a rock drops out of the sky. #WakeUpCall #RussianMeteor","7","2","0","120","18","2","0"
"Gotta love having a relapse of the stomach flu.. I cannot believe this week. I'm done.  #qldfloods http://t.co/rbgohhQO","6","7","2","119","22","1","0"
"RT @anelbaby_: el abrazo de la muerte en  #Bangladesh conmueve al mundo !!! http://t.co/RMW7pKODYL","7","2","0","98","16","1","0"
"@USArmy: .@DeptofDefense identifies #USArmy casualties from December 17 helicopter crash: http://t.co/FiL2RrFG9m #HonorTheFallen","8","0","0","128","15","2","0"
"Pic of the #FlagstaffFire in boulder from our apt. http://t.co/tBYDKAxB","3","0","0","71","13","1","1"
"RT @mariexplorer: Good morning #cebu #sea #paradise #philippines #ocean http://t.co/lMOuXMRIZe","10","2","0","94","13","5","0"
"RT @ei_eL_19RN: @lou_delosreyes UERM HOSPITAL: brownout and ICU Patients on generator, generators about to die #RescuePH PLEASE RT","13","1","0","130","18","1","1"
"Crews go on offensive against growing Colorado wildfire http://t.co/r0mr3z5F #KRDO","5","2","0","82","13","1","1"
".@kingwlthnocrown A requiem mass is held for PC Kirsty Nelis, who died in the police helicopter crash at the Clutha b...  @onedirslaytion","12","3","0","137","22","0","1"
"fucked a girl from Haiti once. made her bed shake. #earthquake #neverforget","5","3","0","75","12","2","0"
"@sizzxo Death toll tops 600 in Bangladesh garment-factory building collapse; 610 bodies now recovered: DHAKA, Bangladesh...  @Brielle1101","11","2","0","137","18","0","1"
"RT @9NEWS: #HIGHPARKFIRE now 45% containment, has burned 55,050 acres.  #9NEWS","6","2","0","78","12","2","1"
"#noallaviolenzasulledonne Gli appuntamenti a #Cagliari #violenzasulledonne #sardegna http://t.co/SsOoHMcYIV","3","6","0","107","11","4","0"
"Have something to say about democracy and will only answer #adoorable #Bangladesh #CalvinKlein #CrackIsWhack #citizensofCanada #iliveisis ##","8","5","0","140","16","7","0"
"Alerta informativa... decretan alerta de tsunami luego de terremoto de magnitud 7.9 grados que azotó Costa Rica","6","3","1","112","18","0","1"
"RT @TheEllenShow: Australia's 1 of the most beautiful places I've ever been to. Images of the fires are heartbreaking. Sending all my love …","7","5","1","142","25","0","1"
"RT @Mad4MIC: @gordonsmart @robsnodgrass7 help get rid of @KTHopkins from The Sun would be a good start #Clutha #katiehopkins http://t.co/I3…","10","5","0","142","23","2","0"
"RT @Gizmodo: Holy crap! #Meteorite crashes in Russia and panic spreads as 150-foot asteroid approaches Earth http://t.co/qDDMEtvo","12","1","0","129","21","1","1"
"RT @Emergenza24: [19.11-00:30] #Sardegna +++LE ISTRUZIONI PER APRIRE IL WIFI+++ http://t.co/JNgrnaXio4 #allertameteoSAR #emergenza24","5","3","0","132","19","3","1"
"Same shirt day with @thunderpopcola here at the @CCFmain!! #reliefph #ccfrelief http://t.co/cOYNkJuEJy","7","0","0","102","15","2","0"
"@grapegrind Do you sell #rum from #Guatemala?","3","2","1","45","7","2","0"
"RT @IslamicReliefAu: Exhausted #firefighters yesterday at #nswfires scene. Some have lost their homes. @IslamicRel… http://t.co/OPmG5v1G1c …","9","2","0","144","18","2","1"
"RT @rapplerdotcom: LGUs, schools extend class suspension until Wednesday http://t.co/GJdolC0m #FloodsPH  #WeatherAlert #noclasses","9","1","0","129","16","3","1"
"RT @maravaldez3: Wow crazy images. I wonder wwhat that felt like #meteor","4","2","1","72","12","1","0"
"RT @cristallebelo: He's definitely back! Thank you @MannyPacquiao for winning this for the #Philippines ????  #PacquiaoVsRios http://t.co/2…","7","4","2","154","20","2","0"
"RT @Cooperativa: USGS corrigió magnitud de terremoto en Costa Rica a 7,6 Richter http://t.co/qrGcnbIW","8","1","0","102","18","0","1"
"All helicopter crash victims named: The names of four more people who died in Friday night's Glas... http://t.co/FURXoIaEd7 #upsccurrent","9","3","0","136","23","1","1"
"RT @CNBC: Magnitude 7.9 earthquake hits off the coast of Costa Rica; quake centered 98 miles from San Jose. - USGS","12","2","0","114","21","0","1"
"RT @CCMariners: Our thoughts &amp; best wishes go out to anyone affected by fires across NSW, especially those on the Central Coast. Stay safe!","9","4","0","143","24","0","1"
"RT @detikcom: 402 Nyawa Melayang Akibat Ambruknya Rana Plaza, 149 Orang Hilang http://t.co/tgwLc4HFa9","0","0","0","101","16","0","1"
"Siento Mucho Lo Que Paso Hoy En la Refinería De Amuay☹ #FuerzasPuntoFijo","7","1","1","75","13","1","1"
"Buenos días a todos; en paraguana tenemos un hospital detrás de la refinería de amuay no se nombro","4","2","2","101","21","0","1"
"3 after shock! kaloka... scary! #PrayForVisayas #earthquakePH","4","0","0","61","7","2","1"
"Consumo consciente, quem vem? “@bbcbrasil: Desabamento em #Bangladesh revela lado obscuro da indústria de roupas -  http://t.co/HZSt9CXmVX”","9","3","1","144","20","1","1"
"Singapore's 50 shades of haze.. :P","3","0","0","34","7","0","1"
"I miss #Guatemala and I'm thinking and praying for it.","2","4","3","54","11","1","0"
"RT @znak_com: Количество пострадавших от #метеорит'а превысило 550 человек, из них 60 детей http://t.co/xu0BTY29 #RussianMeteor http://t ...","0","0","0","199","11","2","1"
"What the heck? #MaringPH ? “@OngVicoy: Look what happened to SCTEX. ?? http://t.co/8E52x3joPW”","7","2","0","107","14","1","1"
"How about instead of dedicating bowls to eachother on this raggedy mofucka.. We blaze in RL #Colorado #Followers  The offer hath been stated","8","5","1","140","23","2","0"
"#Vail #Colorado  Artist Sandra Kaplan finds inspiration in the ordinary http://t.co/qvLWx3nq #VailLifestyle","9","1","0","107","15","3","0"
"Terremoto de magnitud 7,6 sacude Costa Rica http://t.co/G8iH9JtS #cnn vía @CNNEE Alerta de tsunami","10","2","0","99","19","1","1"
"RT @nytimes: 6 American soliders died in a helicopter crash, the largest loss of life for foreign troops in nearly six months http://t.co/G…","9","1","0","142","26","0","0"
"@PHLNewsOnline: PAGASA says #MaringPH has left the PH Area of Responsibility as of 7:00 AM, Aug 21.-- hooray!","10","3","0","109","19","1","1"
"ELEGANT NATURAL OCTAGON AMETHYST,TOPAZ,LEMON QUARTZ STERLING 925 SILVER EARRINGS http://t.co/dI4FOG42ms #philippines #filipino","11","1","0","126","17","2","0"
"Earthquake here in #costarica #temblorcr","3","0","0","40","5","2","1"
"Building collapse leaves 70 dead in Bangladesh http://t.co/PSmt8hSDTN","4","1","0","69","11","0","1"
"#santamaria dia dificil hoje em :(","3","1","0","34","5","1","1"
"250 businesses will be impacted in Brisbane #bigwet #qldfloods #qld #QldFlooding","7","4","0","80","11","4","1"
"I GET 1570 REALL FOLLOWERS! http://t.co/7oWDV0bz78  ✈#HarvestFun,#EveryLittleStep,#BestRapper,#boulderflood,#sharewha http://t.co/7XZb4BD0lf","6","1","1","142","18","0","0"
"RT @Borilux: Lessons from the Russian Meteor Blast http://t.co/9Umo74SS via @SkyandTelescope","5","1","0","92","14","0","1"
"Denver Post: #Colorado governor signs bill creating rules for public access to ballots http://t.co/Hmp1wQ8P #opengov","10","2","0","116","18","2","0"
"RT @mjguel2: Alluvione Sardegna: Il sindaco di Olbia aveva informato politici e prefetto del pericolo. Ecco le carte  http://t.co/L0G3A2KVfW","9","2","0","140","22","0","1"
"#terremoto #Attualita - TERREMOTO IN EMILIA:TRE MESI DOPO.. (myazaky) http://t.co/eWmqlLmn #sismografo","10","2","0","102","14","3","0"
"RT @PavelRhoads: #YoConfíoenBruceWillis #meteorito #метеорит http://t.co/OCJRz4at","8","0","0","90","9","3","1"
"Wrath of #PabloPH in #Baungon, #Bukidnon wrecks major bridge. Transport in town severely affected. #rescuePH #Mindanao  http://t.co/CgKBA2Wc","12","1","0","140","20","5","1"
"Meteor explodes over Russia, nearly 1,000 injured: MOSCOW (AP) — A meteor streaked across the sky and exploded o... http://t.co/UQrzxoh3","6","4","0","138","23","0","1"
"RT @Zinathi_GQ: #RedOctober is real guys. Snaz almost got attacked in Secunda by white guys who were following her &amp; called her black bitc…","10","7","1","145","24","1","0"
"RT @tjmanotoc: Typhoon Pablo to hit PHILIPPINES on Tuesday, forecast to be stronger than Sendong! Be safe &amp; prepared! http://t.co/iY ...","7","4","0","140","23","0","1"
"If philippines have Super Typhoon in UFC they have SUPERFIGHT!!! #DOMINICKCRUZVSDEMETRIOUSJOHNSON","7","2","1","97","11","1","0"
"RT @npdice: #Hefajat Strikes Horror http://t.co/0WVs85MHEx #Bangladesh #Shahbag @sarahmargon @anniegell @AdrianneLapar @ariannahuff @washin…","14","0","0","142","16","3","0"
"RT @meher678: Look who are carrying gun and who are blamed and eventually killed #bangladesh #BanglaSpring #Anonymous #BlackNight http://t.…","12","7","0","142","20","4","0"
"RT @tannerdsilva: Colorado Springs, my hometown: http://t.co/NLPun3v0","5","0","0","69","10","0","0"
"RT @SoBelleSrat: “@TheAlexNelson: A St. Louis prayer for the boys in red. #STLCards #WorldSeries #12in13 #RedOctober ⚾️❤️ http://t.co/u9w4T…","16","0","0","152","20","4","0"
"RT @mattmoorek: John McGarrigle believes his father, John Snr, has died in the helicopter crash at the Clutha bar. http://t.co/y7F9WfBGsw","11","3","0","137","23","0","1"
"RT @ColoSpringsNews: 11,000 under evacuation orders: Nine aircraft are now fighting the fire just west of Colorado Springs.  This... htt ...","9","2","0","141","21","0","1"
"@arafrika #news #meteor of course money grabbing monkeys always want diamonds, this is more significant than that.","8","3","0","114","17","2","0"
"Argonauti risalirono il fiume, il corpo di Fetonte bruciava, emanava vapore nauseabondo, soffocava e uccideva gli uccelli #terremoto","6","7","0","132","18","1","0"
"#Earthquake Magnitude  mb 4.3Region  SOUTH OF JAVA, INDONESIADate time  2012-09-16   13:13:29.8 UTCLocation  10.... http://t.co/BZ3AjUVj","6","0","0","144","23","1","0"
"RT @LiveTrafficNSW: LITHGOW TO BELL: #BellsLineOfRoad is OPEN again in both directions after being closed due to #nswfires earlier.","7","4","0","131","19","2","1"
"RT @EDVVVARD: В связи с событиями в Челябинске - Навальному будут выдвинуты новые обвинения #метеорит #RussianMeteor  #ПВО #МЧС #СК http ...","0","0","0","221","4","5","0"
"Factory building collapse in Bangladesh kills 149: SAVAR, Bangladesh (AP) — Workers trapped in the wreckage of... http://t.co/vR7qwfG7P8","10","2","0","138","20","0","1"
"RT @frisianpride_en: Good luck to our Guatemalan followers #SanMarcos #StayStrong","8","0","0","81","10","2","1"
"RT @meteorologit: Erittäin vaarallinen supertaifuuni #Haiyan rantautuu Filippiineille to-pe yönä. Keskituuli to-päivällä 77 m/s, puuskat …","0","0","0","146","22","1","0"
"Sa mga taong di makaiwas sa MOMOL dahil sa panahon, be safe and keep wet #maring #maringPH","0","0","0","90","17","2","0"
"“A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia: http://t.co/qqY8y0M8A5”fuckkkkkkk","8","3","0","143","25","0","0"
"Alluvione Sardegna, quando la solidarietà pecca di eccesso: /Edicola/Ultime-notizie/27-11-2013-23-30-38 http://t.co/R73gyJxtZ9","6","1","0","127","21","0","1"
"RT @publico_es: La ropa barata es demasiado cara http://t.co/UtC6Z8JZAj #Bangladesh por @LuisMatiasLopez","6","0","0","104","15","1","0"
"Mi son resa conto ora che sto leggendo un libro di Pederiali, nato a Finale Emilia. E la trama si svolge nei paesi del #terremoto nel '44.","9","5","2","138","27","1","0"
"#Bangladesh-eko lantegiko arduradun espainiar baten bila ari da Polizia http://t.co/FQpElLkd3T","0","0","0","94","14","1","0"
"RT @GiselaMPerezTV: First pictures surfacing of Costa Rica Earthquake. @skasoul: Temblor Carretera San Carlos Zarcero #temblorcr http:/ ...","14","2","0","139","17","1","1"
"I would kill to be at this cards game right now!! #RedOctober #OnFire","5","3","1","69","13","2","0"
"espero que no se venga un #TemblorCR! Aqui si me daria miedo! (@ Facultad de Ciencias Sociales) http://t.co/472SyqIH","7","3","2","116","20","1","1"
"[VIDEO] Nicaragua evacuó a las comunidades del Pacífico por el terremoto en Costa Rica #TSUNAMI http://t.co/44Sf0pUD","10","1","0","118","20","1","1"
"#qldfloods International love ? http://t.co/9CfxynMN","3","0","0","52","7","1","0"
"#earthquake: M 5.0 - Indonesian Archipelago Indonesia [Maluku Utara] Tobelo: Preliminary Earthquake Report:   D... http://t.co/SZZRUFaT","0","0","0","135","18","1","0"
"10.30am is fatter too early for Woo Girls. No matter how magical North Boulder Lake is. #boulderflood #getbackinsideyouidiots","8","2","0","125","19","2","0"
"Wow!  The @9NEWS live stream does NOT look good of the #FlagstaffFire in Boulder right now.  #fb","3","2","0","96","17","2","1"
"RT @SustainBrands: H&amp;M, Marks &amp; Spencer, Benetton &amp; ZARA Commit to Fire and Building Safety Agreement in #Bangladesh - http://t.co/8JxYuldU…","16","1","0","154","24","1","1"
"Australian Emergency Services Tackle Queensland Flooding #fire  http://t.co/iJlJGct4","8","0","0","84","11","1","1"
"Meteor shower in Russia woaaah http://t.co/Fnoqo3Ja","5","0","0","51","9","0","1"
"RT @dallasnewsphoto: See amazing photos of the Colorado wildfires by the Denver Post http://t.co/6vuCdPti via @sharethis","8","1","0","120","19","0","1"
"#bdnews #bangladesh Bangladesh Arrests Execs After 324 Killed in Collapse: Bangladesh police arrested executiv... http://t.co/c8VsA01sqK","11","2","0","136","18","2","1"
"15th training with the awesome team today. #我的歌知道你在夜里做什么 #s24 #super24 #angmohmustbetokgong #sghaze http://t.co/rQPmzZUjab","9","1","0","146","15","5","0"
"RT @abhijatri: Hundreds have been killed, Revolt is a must! #Blacknight #BanglaSpring #SiegeDhaka #Bangladesh","10","5","0","109","14","4","0"
"#bigwet I love attention given that I never actually got it http://t.co/9ngfBYwR","3","4","3","80","15","1","0"
"RT @STcom: RT @STForeignDesk: #Philippines braces for super typhoon, the strongest this year http://t.co/wYJrXnBm19 http://t.co/xEsaOU3NHx","10","0","0","138","21","1","1"
"@TIME: Bangladesh factory collapse will force companies to rethink outsourced manufacturing | http://t.co/wQRAz8X91T","8","4","0","116","15","0","1"
"RT @rcnlaradio: Así sonó la caída del meteorito en Rusia #метеорит #EscuchoRCN http://t.co/ff7EuCSI","7","2","0","110","16","2","1"
"RT @jawtry: RT @travisswan: #HighParkFire 3 panoramas I took today from h.287, Bingham Hl Rd, &amp; ridge above Co Rd 23. @coloradoan ht ...","14","4","1","140","24","1","1"
"RT @STcom: #SGHaze update: PSI is 290 at 9pm @NEAsg","7","1","0","51","10","1","1"
"#bigwet http://t.co/BwY83OzT Let me know this can be a laugh!!!","3","5","1","63","13","1","0"
"'RT @rlbaldwinartist: RT @LAFDtalk: If there was a massive #earthquake tonight, could you easily find your battery powered radio '","9","3","1","130","19","1","0"
"sabi ng kapitbahay Parang Pansol to. gusto ko mag dive mula dito.-yes! I have a positive and happy neighbourhood! Haha #Makati #MaringPH","0","0","0","136","23","2","0"
"RT @CruzRojaInforma: Más de 25 réplicas se registran en Costa Rica tras terremoto de 7,6 El sismo más fuerte en el país desde 1991 #Cruz ...","10","2","1","144","30","1","1"
"Sa ngalan ng #balikalindogprogram #maringph you can't stop me (@ Fitness First) [pic]: http://t.co/33grlQv3OJ","0","0","0","109","17","2","1"
"@LudmilaCarreira vamos pra boate kiss","3","0","0","37","5","0","0"
"RT @Yordan_Htrs: #RussianMeteor #PrayForRussian","4","0","0","47","4","2","1"
"#Syrian #helicopter #bomb #raids kill 36 in #Aleppo: #monitor http://t.co/4WI6jeJIHG 'BEIRUT (Reuters) - Thirty-six people, nearly half ...'","13","2","0","140","20","6","0"
"【 #earthquake JP】 Time: 2012/9/16 12:02:42 UTC  Region: Japan Chiba Choshi  Mw: 2.8  Depth： 31.7km","11","0","0","104","20","1","0"
"RT @darkskyman: Incredible footage of this morning’s #meteor air-burst explosion over Russia: http://t.co/wnnl7QQH","9","1","0","116","18","1","1"
"¿Qué podemos hacer lxs consumidorxs españolxs para no contribuir aún más a la tragedia de #Bangladesh http://t.co/9AogOvdsB1”","4","2","1","132","23","1","0"
"RT @koolkideco @@carlotherivera send us photos. Use the #pabloph hash tag. Stay safe! @iamrapidz (cont) http://t.co/ps6IlrJb","6","3","1","124","19","1","1"
"Someone tell #MittRomney &amp; his ilk that #Outsourcing leads to tragedies such as #Bangladesh - Cheap Labor in lawless lands hurts everyone!","12","4","0","142","21","3","0"
"RT @LaughAtTheLeft: Deepest sympathy to the families of the 6 US soldiers who have lost their lives today in the helicopter crash in Afghan…","12","2","0","142","24","0","0"
"RT @ermes1975: Emilia Romagna, inagibile il 55% degli edifici culturali http://t.co/4rYrFovo #terremoto","5","1","0","103","15","1","0"
"http://t.co/ZcG5oAZs LMFAOOOOO SOOO FUCKIN FUNNY  #bigwet","0","0","0","57","9","1","0"
"RT @Internazionale: Tutti i luoghi colpiti dall'alluvione in Sardegna. http://t.co/VJD1UGczpl http://t.co/n5PrilwTrS","6","1","0","116","18","0","1"
"RT @CeedeeeLina: “@ItsShowtime: Snow in Africa. Drought in America. Flood in Manila. Volcanic eruption in New Zealand. Seriously, What's ...","13","1","0","142","20","0","0"
"Looking for a Firmware Test Engineering Technician in Colorado Springs, CO http://t.co/uzcBFJvS #job","9","1","0","100","16","1","0"
"RT @SelfPubShowcase: Check out #Romance novel 'The Whispering Wind' from @LexaDudley http://t.co/GNOUwtnYK6  #SPShow #Sardinia","8","1","0","126","17","3","0"
"【濃尾地震】http://t.co/9XYXeATD　1891年10月28日、岐阜県を中心に大被害をもたらした地震 #earthquake #地震 #激甚災害 #岐阜県 #福井県 #愛知県 #thomas_hiatt","0","0","0","196","9","7","0"
"RT @Maiani16: Thoughts and prayers to the victims of the Colorado wildfires #secondhome","6","0","0","87","13","1","1"
"I predict V Sibanda will get man of the match #Zimbabwe vs #Bangladesh #Litzscore, http://t.co/MEAMog7YCp","9","3","1","105","18","3","0"
"#COFlood, look at that sun trying to peak it's way through the clouds!  Help CO Flood victims &amp; their families @AmericanRedCross","9","5","1","132","22","1","1"
"I stitched together the debris contrail from the #RussianMeteor. Check it out! http://t.co/ckCpSRWB","3","2","2","99","16","1","0"
"Yahoo/Space- Magnitude 7.9 quake strikes northwestern Costa Rica: WASHINGTON (Reuters) - A 7.9 magnit... http://t.co/o60LTx4g - travel -","11","1","0","136","21","0","1"
"RT @LookAtLolly: My birthday wednesday #Cardinalstock Thursday #DiamondsInYoFaceX Friday #RedOctober Saturday #Lamarhomecoming2013","14","0","0","130","12","4","0"
"RT @Angry_BD: #BREAKING 18-Party Alliance calls nationwide shutdown on 8 n 9th May protesting yesterday's #massacre. #Bangladesh #BanglaSpr…","9","3","0","142","20","4","0"
"http://t.co/9tGSKht8 Damn! this is funny  #bigwet","3","1","0","49","9","1","0"
"FULL F LOAD FROM LAS VEGAS, NV TO COLORADO SPRINGS, CO ON JUN 20. 813 MILES. http://t.co/xDVCqcPp","11","0","0","97","20","0","0"
"RT @JoseCardenas1: el temblor de Chiapas... fue terremoto para Guatemala... hay 39 muertos y cientos de personas atrapadas entre los esc ...","7","0","1","140","21","0","1"
"RT @DenverChannel: #COflood update in @LarimerCounty - Looking to use smaller aircraft for rescues in tight areas - Chuck Russell, Incident…","12","2","0","142","19","1","1"
"RT @byers_brian: We are giving away tickets to game 5 of the #WorldSeries so RT now to enter and root for our #Cardinals #RedOctober","9","4","1","132","24","3","0"
"RT @ANCALERTS: Updated emergency hotlines via @govph: #PHalerts #RescuePH http://t.co/Bp5Zjy8N | via @pcdspo","11","2","0","108","15","2","1"
"Sismo en Guatemala, ¿Esta bien toda mi gente de esa zona?","4","0","0","58","11","0","1"
"@pasotti_: Esta noche 20h30 por #AztecaSiete regresan las clases particulares gratuitas con @GarciaPosti #México vs. #CostaRica @rabocsem","11","2","0","138","18","3","0"
"Tifón #Haiyan deja tres muertos en #Filipinas http://t.co/6D126a6TYy","7","1","0","69","12","2","0"
"2bd 2ba ranch townhouse in desirable Hover Ridge in #Longmont | $224,900 | call Suz: 720.810.0683 #realestate #property #boulder #colorado","16","1","0","138","21","5","0"
"@ElNacionalWeb #Amuay Me sabe a cuuuu,lo q quiero saber ES CUANDO VAN PRESOS,Ramirez,ch y el resto d ls culpables dl Gobierno!!!!!","10","3","2","130","24","1","0"
"RT @womensweardaily: The death toll from the building collapse in Bangladesh continues to mount and the outcry grows louder [SUB REQ.]: htt…","10","3","0","142","22","0","1"
"Update: Downtown Lac-Megantic, Quebec, in flames after derailment; mayor says city center destroyed - @CBCAlerts http://t.co/EtJZCGFNYo","11","2","1","135","19","0","1"
"RT @gardencatlady: Australia floods:Entire towns lie submerged under 4 FEET of sea foam along east coast (Photos) http://t.co/J8RvZAtV v ...","11","2","0","140","23","0","1"
"Fotos De #Guatemala Lapidas y esfuerzos: ChinoEstrada posted a photo:   http://t.co/3gny0otZ","8","0","0","92","14","1","0"
"Tranquilos mexicanos! El estadio nacional de #CostaRica no se cayó.. Aquí los esperamos para enseñarles #futbolcr","6","2","2","116","17","2","1"
"RT @dreadconect: Dread Mar I llega a #CostaRica el Lunes 15/10 en Pepper Disco Club @pepperdiscoclub !!!!  INFO &gt; http://t.co/j0nJlUPh","0","0","0","137","23","1","0"
"Typhoon Bopha Death Toll Soars in Philippines http://t.co/sUp5VlSh | http://t.co/iS8yAgBv","9","0","0","89","15","0","1"
"Hyatt Regency 80202 Selected Colorado Airport Transportation 720-535-6030 #denver #colorado #airport #transportation #hyattregency #shuttle","17","0","0","139","16","6","0"
"RT @_BrightFuture_: World Series Bound!! #Cardinals #RedOctober #314ToMyCity","10","1","0","76","8","3","0"
"Earthquake in Costa Rica will not delay World Cup qualifier, says Mexican federation http://t.co/28sefDxh","7","3","0","105","17","0","0"
"Imágenes del incendio en la refinería venezolana de Amuay. Visite nuestra galería: http://t.co/5catSdk0 http://t.co/ZEOmg9ZP","6","1","1","127","23","0","1"
"I'm literally shaking I'm so happy!! Cardinals are on to the World Series!!!!!❤️❤️❤️ #RedOctober #CardinalNation","10","7","2","124","17","2","0"
"@abcwidebay THANK YOU for this update. Worried sick about elderly relatives #bigwet #bundaberg","5","2","1","94","13","2","1"
"Rescue efforts in full operation. Given an incident of this scale we must all prepare ourselves for the likelihood of fatalities #Clutha","8","3","2","136","22","1","1"
"RT @JamilaHanan: Many thousands of #Rohingya living in flimsy huts in #Bangladesh are also at great risk http://t.co/PvXOSPxUbS","8","2","1","127","21","2","0"
"RT @kuyakim_atienza: weather: here's a copy of my typhoon pablo script for tonight's tv patrol. Patuloy po ang pag iingat. http://t.co/T ...","13","1","0","140","26","0","1"
"@Redithlabi reports on a Russian meteor.","3","0","0","40","6","0","1"
"RT @callumdavid1: Still shooting on day 2 of the TV commercial. The show must go on! #FloodsPH","7","3","0","94","17","1","0"
"RT @kalininru: В Челябинске всё нормально! Берем интервью у очевидцев события! #Челябинск #метеорит #chelly http://t.co/YrRxaGyk","0","0","0","198","7","3","0"
"#RussianMeteor #BuenasParejas http://t.co/SyYt9qZh #oneofmyexes","5","1","0","63","7","3","0"
"RT @TD_Deportes: Gol anulado a Brenes de Costa Rica por fuera de lugar bien señalado, #CostaRica 0-2 #México :: http://t.co/1Es1Yosk","12","0","0","134","25","2","0"
"RT @betajames: Video: Meteor falling over Russia caught on camera via @Telegraph http://t.co/Apywa2lO","7","2","0","101","16","0","1"
"RT @Joan_Rivers: The meteor shower was the scariest thing to happen in Russia since the Miss Two-Headed Chernobyl Beauty Pageant.","11","3","0","129","21","0","0"
"Girl I can make dhet body shake #Earthquake","4","3","1","43","8","1","0"
"RT @compston: #FlagstaffFire from the 16th Street parking garage. http://t.co/XiulQ4Sj","6","0","0","86","13","1","0"
"@futbolgrande780: Ever Almeida Se confirmó el amistoso ante Paraguay #Guatemala que vergüenza me da la selección","7","2","2","115","18","1","0"
"#nswfires: over 100 horses are currently being held at #Hawkesbury Showground. @nswdpi are boosting capacity to take further horses","8","6","0","131","19","2","0"
"#colorado Team USA to Compete at Pan Am Zonal Fencing Championships in ... http://t.co/hvZgtbHE","9","1","0","95","16","1","0"
"Fire season has officially started - is your landscape #wildfire safe? http://t.co/NmBHf1Gn","4","4","0","91","14","1","0"
"RT @NthsideChron: This damage on Rode Rd #bigwet http://t.co/SpDDzyc1","6","1","0","69","12","1","1"
"office suspended again. excited pa naman akong pumasok. wala na akong allowance nito. LOL  #FloodPH #heavyrain #WeStandBy","12","1","0","121","17","3","0"
"RT @ameliarueda: Mora: Estoy muy satisfecho por la respuesta que tuvo Costa Rica tras este terremoto. Tenemos cultura de prevención #nue ...","9","3","1","141","22","1","1"
"RT @ RT @ Police Chase Ends in Crash, Helicopter Called in for Pursuit: After a vehicle driven by a suspect crashed, a... ... policechase...","11","4","0","140","22","0","0"
"Meteor misses Pope. Hits Russia instead. Bummer.http://t.co/l7Bh6nii","6","1","0","68","11","0","1"
"http://t.co/tm3cA1mp  #bigwet Omg! - this is the reason I personally don't like women","5","3","1","85","16","1","0"
"SAD! Hundreds killed in Bangladesh factory collapse http://t.co/2t0i8mXHte","6","1","0","74","11","0","1"
"RT @nickgroke: Totally amazing and completely horrible photo from the Colorado Springs fire: http://t.co/szSHazfl #waldocanyonfire #cofire","10","0","0","138","19","2","1"
