@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @Trevornoah: And so it ends. #RedOctober march is abandoned after mother nature turns skies of Johannesburg black.  #ThatsAllFolks","9","4","1","133","19","2","0"
"RT @dianitariego: @Crisjimenez95: La puta madre &lt;/3 Demasiado fuerte #PrayForBrazil http://t.co/i2xLIL7g &lt;/3","7","2","0","114","17","1","0"
"RT @ABC7: #LAX UPDATE: Airport getting ready to allow employees back into Terminal 2, according to LAPD http://t.co/4WISRGIiyI via @ABC7Elex","9","3","0","140","23","1","1"
"oh ALLAH protect my brothers in bangladesh: #savebangladesh #Bangladesh","6","1","0","71","9","2","0"
"#RussianMeteor http://t.co/EBj5CK5H lol I love you so much for this.","1","1","2","68","13","1","0"
"Bangladesh Dhaka building collapse leaves 80 dead - BBC News  http://t.co/WAw25OGk7k","7","1","0","84","13","0","1"
"Fires could head toward Sydney http://t.co/7TMhkCWzKZ #news","5","2","0","59","10","1","1"
"Hubo un terremoto en Costa Rica de 7.9 grados y hay alerta de tsunami para Ecuador y no hay nada en twitter al respecto?","7","2","1","120","25","0","1"
"RT @nswfire: Effective immediately @nswfire refers to urgent #nswfires #emergency levels as 1 #emergencywarning 2 #emergencyalert 3 #nswsta…","10","3","0","142","18","5","1"
"RT @LAFD: *#Earthquake* Pursuant of protocol LAFD now in 'Earthquake Emergency Mode' due to 12:03 AM PDT #LAquake… http://t.co/o75B7Q5Q","13","0","0","137","23","1","0"
"RT @CanberraCamper: Government instrumentalities #argh #nswfires","7","0","0","64","6","2","0"
"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-08 00:04:27 UTC Lat=41.68 Lon=12.72 Prof=8.5Km Prov=ROMA","10","0","0","101","24","1","0"
"Totally can't comprehend this.  #RussianMeteor","2","2","0","46","6","1","0"
"【#USGS #alert】 M 2.0, Southern California: September 10, 2012 16:12:05 GMT http://t.co/Ta4SWypg #earthquake #tsunami #prayfromjapan","14","0","0","135","21","4","0"
"#Shahbag #Bangladesh #BNP #Zia #letter #Pakistan সৈয়দ বোরহান কবীর : একটি দুর্লভ চিঠি আমাদের হাতে এসেছে। (cont) http://t.co/m6qEwqfEwb","0","0","0","221","11","6","0"
"masuk berita harini russia kena serang meteor...","0","0","0","48","7","0","1"
"RT @maxbdilla: #mmda September 6, 2012 #MMDA #earthquake #calamity #drill with Chairman Tolentino  http://t.co/wxid72Dp @DZMMTeleRadyo","13","1","0","134","18","5","0"
"RT @HVKPush: @alka_nemo @zion @TheBossMontana  Ya Heard!! #RedOctober","7","0","0","69","8","1","0"
"RT @linzwashburn: #earthquake damage... @datbumo's backpack fell over. http://t.co/9E4EyjD4","6","2","0","91","13","1","0"
"Flashback Maine protesters arrested for trying to block oil train to Canada |/http://t.co/yOVxUzHxvl","8","3","0","100","16","0","0"
"RT @ponterf: PDVSA Roja Rojita? Quien es el que la Politizo? #Amuay http://t.co/PklMwHk2 http://t.co/9ENCrV0U","9","0","2","109","20","1","0"
"Bloomberg: Colorado Fire Death Trap: A Libertarian’s Dream  http://t.co/QgSyv46h","8","0","0","82","13","0","1"
"Felicidades a el equipo de baloncesto de #SanMarcos por su cuarta corona consecutiva","5","0","0","84","13","1","0"
"RT @aguywithnolife: Must suck to be anyone in California who was getting a tattoo when that #earthquake just happened.","7","6","0","118","19","1","0"
"Wildfires threaten Sydney: More than 70 fires are raging across Australia's most populous state, now threateni... http://t.co/IX1lWuQYG4","5","3","0","136","21","0","1"
"Chocolate Hills #bohol #2010 #TBT http://t.co/IYv76oJo12","6","0","0","56","9","3","0"
"#TERREMOTO da stamattina alle 9 ci sono state 130 scosse, 64 sopra forza 3 di magnitudo http://t.co/o4XgXJpU @retwitto_tutti @SpazioTweet","6","2","1","137","22","1","1"
"the way to my home town, Desamparados. #thisway #costarica #photography #lynmelodix #hip  @ Parque de la Paz http://t.co/3ojwfjMX","16","1","0","129","20","5","0"
"#earthquake M2.1: Central California http://t.co/gxYC1BWl","5","0","0","57","9","1","0"
"Video with multiple angles of the #meteor that hit over #Russia.  https://t.co/ZBmUANYz","4","1","0","87","15","2","1"
"Alerta de tsunami incluye a Colombia, tras terremoto de 7,6 grados en Costa Rica.","6","2","0","81","15","0","1"
"RT @hollye83: Interested in writing a letter to the USOC? United States Olympic Committee, 27 South Tejon, Colorado Springs, CO 80903 #R ...","15","1","0","140","22","1","0"
"RT @AP: Costa Rica official: There's chaos in San Jose because it was a strong earthquake of long duration: http://t.co/XM78Yz5P  -MM","10","3","1","133","25","0","1"
"RT @RedOctoberMarch: Memorandum handed to the Presidency on #RedOctober.   http://t.co/8ZGKQHTbKb","5","2","0","97","13","1","0"
"#earthquake: M 1.1, northern Alaska http://t.co/shyXB2l2","3","1","0","56","10","1","0"
"@marcpeters75 Texas Senators voted against Federal aid for Hurricane Sandy then requested Federal Aid for explosion in #westtx","11","2","0","126","18","1","1"
"RT @chronicleherald: Interesting comment re Paint What Matters abt #Halifax donating to Lac Megantic. They need it more than we do. http:…","8","6","3","140","22","1","1"
"China reanuda el proceso abierto de Wan Lijun, el exbrazo derecho de Bo Xilai http://t.co/9S7MOI0t  #costarica","9","1","0","110","19","1","0"
"Que miedo! Ahora terremoto de 7.2 en Costa Rica y con todo y alerta de tsunami!!!","5","1","1","81","17","0","1"
"Terremoto de 9. Sacude costa rica","3","0","0","33","6","0","1"
"[震源地] 茨城県北部  [最大震度] 震度1 (2012年9月11日 2時58分頃発生） - goo 天気:  http://t.co/EsrPJJvX #earthquake #地震","0","0","0","147","12","2","0"
"RT @BieberGuitar: #PrayForBoston x","4","0","0","34","4","1","1"
"RT @Feb28info: Children from local schools in Jatrabari and other areas join the #Revolution to #SiegeDhaka #Bangladesh #5May http://t.co/n…","11","1","1","142","22","4","0"
"#RussianMeteor That was Crazy,Who else saw the Video?","4","2","0","53","9","1","0"
"Listening to this shooting at LAX on CNN.. Shootings happen every single day but only certain ones are heavily publicized; gotta be a reason","7","6","0","140","24","0","1"
"Thoughts and prayers are with the people involved in the Glasgow helicopter crash at Clutha in way. Sending love to those who helped ?","11","4","0","137","23","0","1"
"RT @BlacklemonLjong: [PREVIEWS] 131106 ICN✈LAX airport - ✪Myungsoo&amp;Sungjong✪ (cr.L'aile,BellabellaSJ) OMG.-///////- http://t.co/P4JEqWHHNf …","10","1","0","152","19","0","0"
"RT @BBCWorld: Report into #Bangladesh factory building collapse - which killed more than 1,100 people - uncovers violations http://t.co/qDi…","11","2","0","142","21","1","1"
"RT @AJEnglish: Q&amp;A: Recent events in #Bangladesh have called into question the essence of its political and religious identity http://t.co/…","10","2","0","146","24","1","0"
"RT @conewswire: Jogger hit, killed by vehicle in Denver is identified http://t.co/xhtcKDPG #colorado","8","4","0","100","16","1","0"
"Medical Assistant - Orthopedics - Colorado Springs http://t.co/wvCPxVYB #cospringsmedicalassistant","7","0","0","98","10","1","0"
"Colorado is open for business! #Colorado #tourist attractions reopen - http://t.co/aGISecsn http://t.co/y0jru01A","8","2","0","112","17","2","0"
"RT @7NewsBrisbane: PHOTO: Dozens of cars are on fire at Sydney Olympic Park Aquatic Centre http://t.co/Lx2ZkZgzO1","10","1","0","113","19","0","1"
"RT @Colvinius: Fewer people can now claim disaster payments under Federal Govt changes made yesterday. http://t.co/WxjTfgPJLt #NSWFIRES via…","11","3","0","142","21","1","1"
"#Guatemala: 50% #Descuento en el Test de Embarazo * Durante todo el mes de Noviembre! * Hasta agotar existencias http://t.co/FDDEtciL","9","1","0","133","21","2","0"
"RT @detroitnews: Live video and Storify coverage: Shots reportedly fired at Los Angeles airport. #LAX http://t.co/W0ZK9MIEee","11","3","0","124","19","1","1"
"RT @TRIBUNAABIERTA1: Terremoto en Costa Rica de 8 grados en la escala de Richter... toda la información por ATV+","9","0","0","113","20","0","1"
"RT @claresedgwick: Well done glasgow, all blood donation appointments taken up. Big hearts in our city #Clutha  #glasgow","10","2","0","120","18","2","1"
"RT @catrux: Benedetto XVI Grande dolore. Parla delle sue nuove ciabattine Prada che gli stringono il durone. #terremoto","7","3","2","119","18","1","0"
"Our shelter team arrived in Colorado early this morning &amp; has been transferred to Divide, CO to assist with wildfire evacuees in that area","10","5","0","142","24","0","1"
"RT @AyyTangaLangDre: Baclayon Church is one of the oldest Catholic churches in the Philippines, built in 1727. #earthquake #PrayForVisayas …","7","2","0","142","19","2","1"
"KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 22","27","0","0","140","23","15","0"
"RT @STVNews: Helicopter 'crashes into roof of bar' in Glasgow city centre http://t.co/FBhpbpcXfY","9","1","0","96","16","0","1"
"【#USGS #alert】 M 2.7, Kodiak Island region, Alaska http://t.co/rTVtAmHf #Pasthour #earthquake #tsunami #prayfromjapan","17","0","0","121","17","5","0"
"RT @atariq7: #watch #Blood-thirst of #Bangladesh govt #HumanRights dead https://t.co/hoQhVfZdld @mailonline @JamalsNews @ragehomaar","11","2","0","131","17","4","0"
"The view from my backyard never gets old! #colorado #lovethisplace #coloradoriver #mountains  http://t.co/1aIipKp8","11","1","0","114","16","4","0"
"Great news!  Official: Boston Marathon bomb suspect in custody (from @AP) http://t.co/t7ANhJg3FB","9","0","0","96","15","0","1"
"Como não chorar? Tô arrasada #SantaMaria #Fantástico","4","2","0","55","9","2","1"
"@PastorJimLyon We just watched your interview on WTHR! #russianmeteor","3","1","1","69","9","1","0"
"RT @SummisWorld: RT Dramatic turn in #Bangladesh Intnl Crimes Tribunal. Witness alleges state abduction http://t.co/dQbSzgBKve #SaveBanglad…","14","1","0","142","19","2","0"
"@globeinvestor here are some great tips to help your #tweets spread like #wildfire &amp; help you b as big as #JustinBieber http://t.co/yVMJc5eF","7","6","1","144","25","3","0"
"RT @climavzla: #CostaRica: Se reportan daños en #SanJosé en el histórico #TeatroNacional y en otros edificios de la capital. via @NUNEZML","9","1","1","140","23","3","1"
"RT @businessinsider: 7.4 Magnitude Earthquake Rocks Guatemala, Killing 39 by @microbelover http://t.co/9khxNYL1","8","1","0","111","16","0","1"
"Terremoto de magnitud 7,9 sacude Costa Rica http://t.co/mayyIaLg","4","2","0","64","12","0","1"
"New wildfire above Alpine #wildfire #quailFire #Utah #alpine http://t.co/eIA6UOCs","10","0","0","81","12","4","1"
"RT @Silver0_123: #Bangladesh #Feb28 #Islam http://t.co/nvmOJHy9Ir","7","0","0","65","9","3","0"
"RT @ashiqueud: this is an stolen internet pic faking bodies in #Bangladesh. Proof w/ source: https://t.co/zD8eCY7Y0Z @mynamespickle @AbuHaj…","13","2","0","142","21","1","0"
"7.9 magnitude earthquake hits Costa Rica #earthquake","5","1","0","52","8","1","1"
"【#USGS #alert】 M 1.1, Southern California: September 08, 2012 13:29:28 GMT http://t.co/lt8YlHMP #earthquake #tsunami #prayfromjapan","14","0","0","135","21","4","0"
"RT @axl90: La Tierra está surfeando #TemblorGt","3","1","0","47","7","1","0"
"We now have the Boston bombing &amp; the explosion in Texas added alongside Virginia Tech for this week of mourning in April. #PrayForUsAll","11","2","1","139","23","1","1"
"【#USGS #alert】 M 1.9, Island of Hawaii, Hawaii: September 11, 2012 02:43:38 GMT http://t.co/iWpp3Hwb #earthquake #tsunami #prayfromjapan","16","0","0","140","23","4","0"
"@MarcusBale Yeah and we would have to wear a mask forever. #Sghaze","3","3","1","66","12","1","1"
"RT @tudiscovery: Se registra un fuerte #Sismo en  #CostaRica, tras el mismo se declaró una alerta de tsunami para #CostaRica, #Panama y  ...","10","3","3","141","22","4","1"
"RT @timmermansr: Preliminary @NASA data now show the #RussianMeteor was about 17m in diameter, travelling at 18 km/s. Not related to #20 ...","9","4","0","140","23","2","1"
"#Earthquake #Sismo M 4.7, 88km WNW of Santa Cruz, Chile http://t.co/ypXrLnpv","9","0","0","76","15","2","0"
"Rt @AmalSaher AprèsLeSiècleDesLumièresNousVoilàDansLeSiècleDeLl'obscurantisme! #Bangladesh 32MortsLorsDeManifestat°IslamistesVs #blasphème","7","2","0","145","14","2","0"
"#deprem M 1.4, Northern California: September 05, 2012 19:51:46 GMT http://t.co/6TQSRh5z #earthquake","7","1","0","100","18","2","0"
"RT @AhjeeAhjeeAhjee: In Singapore, we have people complaining about the haze and we have people complaining about the people complaining ab…","7","5","2","142","21","0","1"
"RT @BreakingNews: Earthquakes in Southern, Central California today not triggered by 7.6-magnitude quake in Costa Rica - @AP http://t.co ...","12","1","0","140","22","0","1"
"RT @TheFakeESPN: Was it a #RussianMeteor or just James Harrison in his first dodgeball game?(pic) http://t.co/GpraiB4a","7","1","1","118","20","1","1"
"RT @awheels20: #russianmeteor? thats crazy","1","2","0","42","5","1","0"
"of course there is also the case of #Bangladesh rethinking diversofying economy","5","3","0","79","12","1","0"
"è poi giusto limitare il numero giornaliero di Tweet, specie in un momento come questo? --- #terremoto - @TwitItalia @___TTT @RedRonnieRoxy","4","4","1","140","18","1","0"
"RT @FUNVISIS: #Sismo:2012/11/07 14:0 (HLV), Mag. 4.7 Mw, a 41 Km al suroeste de Coro (11.275 N,-70.016 W), prof. 5.0 Km","13","0","0","119","30","1","1"
"RT @alejandraoraa: Oficialmente se ha cancelado el alerta de #tsunami para #Nicaragua #CostaRica y #Panamá #Temblor #CostaRica","14","1","1","127","17","6","1"
"Check out Sal Pace's news that I found with the Election Buddy Pro iPhone app! #Colorado  http://t.co/D6IHsb07","9","2","1","110","21","1","0"
"@MuhdFaizRoslan: dann tahukah anda tentang hujan meteor yg melanda russia bebaru ini. intabeh. munasabahtahu!","0","0","0","109","14","0","0"
"Alerta de tsunami en el Pacífico tras un terremoto de 7,9 en Costa Rica http://t.co/5l7QA91c vía: elpaiseconomia","7","1","0","114","23","0","1"
"Magnitude 7.2 is no more joke.. #PrayForBohol","4","1","0","45","8","1","1"
"RT @PenchoyAida: RT @arnulfogavidia: http://t.co/Y4fIph3d VIDEO DEL MOMENTO DEL TEMBLOR EN COSTA RICA / Gracias por compartir el vídeo!","14","2","0","136","22","0","1"
"RT @TodoTiempo: #Temblor♨ M 4.3, 18km NNW of Cruces de Anori, Colombia http://t.co/d062Afrv #Earthquake #Sismo","14","1","0","112","19","3","0"
"#boulder #colorado #hiking  @ Mount Sanitas Summit http://t.co/h26XBU70","8","1","0","71","10","3","0"
"RT @cebudailynews: #Cebu Office of the Governor is temporarily transferred to PIO Office. Contact no. is (032) 254-3454 Fax. (032) 236-7672…","10","3","0","142","23","1","0"
"Girl On Fire (Live Form Kiss Boate) @katyfatale","5","1","0","47","8","0","0"
"I'm simply within love with yooou !   #RussianMeteor","2","1","2","52","8","1","0"
"Colorado, New Mexico forest fire crews gain ground: (Reuters) - Fire crews battling flames roaring through natio... http://t.co/EH2aGeFa","13","3","0","136","20","0","1"
"RT @T13Noticias: Existe advertencia de Tsunami para Amércia Central por terremoto ocurrido en Costa Rica a las 8:42 hora local.","9","1","0","128","22","0","1"
"Petey Pablo -Raise Up &gt;&gt;&gt; #Helicopter","4","0","0","46","8","1","0"
"RT @narryargh: if australia and nz don't get vip tickets for the wwa tour i will honestly set fire to modest management studios","11","4","1","127","24","0","0"
"New Mexico, Colorado fires burn out of control http://t.co/StksrcBK","5","1","0","67","12","0","1"
"RT @razaespn: Bryan Ruiz pasó la prueba física y estará ante #México, #CostaRica.  @danielmartinezo  #Concacaf.","10","3","0","115","17","3","0"
"We're coming  for you!!!!??? #Lax is life http://t.co/JsjIxvwtUf","4","3","1","73","12","1","0"
"RT @CaptainHerbWSB: “@alexisnews: #Marietta soldier killed n helicopter crash n Afghanistan http://t.co/86oUfNUKYR #KennesawMountain #RIPom…","11","1","0","144","17","3","0"
"RT @Pajaropolitico: Encuentran viva a una mujer 17 días después del derrumbe en #Bangladesh http://t.co/8b0ltCHene  http://t.co/DfMBshI5gY","6","3","0","140","24","1","0"
"RT @stevelange: Plz RT How 2 help those affected by the CO fires: http://t.co/o4tFNLf2 #waldocanyonfire #flagstafffire #highparkfire","11","2","0","132","20","3","1"
"Einstein said God does not play dice with the universe. Nope, he shoots pool. #Chelyabinsk #Russia","7","4","1","98","16","2","0"
"VIDEO - Italy quake: Rescue operation goes on http://t.co/MWbEIwri","6","1","0","66","11","0","1"
"For the rest of the month in gonna be on Kanye's hype and buy Kith Mercer pants #RedOctober","7","4","0","91","19","1","0"
"Great ideas for #repurposing materials &amp; objects! Check it out http://t.co/ssGioGZF #recycle #reuse #costarica","9","2","1","114","17","4","0"
"Suspect shot and in police custody. Witnesses say it was pandemonium. Chaos at #LAX. A gunman walked in and a TSA agent Killed. #Unreal","10","5","1","135","24","2","1"
"Bangladesh factory building collapse kills nearly 100: A crack was detected in the structure yesterday but wor... http://t.co/l2aY1OTwPv","9","3","0","136","21","0","1"
"A train crash? A police helicopter crashing? It's all going on isn't it","4","4","2","71","15","0","0"
"RT @JRKnicely: BREAKING: #SEA airport in ground stop for flights to LA. So no flights leaving SEA for LAX @KIRO7Seattle","11","2","0","119","20","1","0"
"The subway was roomy today I'm guessing an extra long weekend for some? #familyday or ppl were scared of #RussianMeteor","7","5","1","119","21","2","0"
"10 reported dead in Italy 5.8-magnitude quake http://t.co/VlypkD0r","2","1","0","66","13","0","1"
"【#USGS #alert】 M 5.2, Virgin Islands region: September 05, 2012 00:24:48 GMT http://t.co/PyDz9JZS #earthquake #tsunami #prayfromjapan","15","0","0","137","22","4","0"
"RT @MilitaryyyGirl: Praying for the families enduring the loss of our six US soldiers who died in an Afghanistan helicopter crash today. Th…","11","3","0","142","23","0","0"
"RT @NASA: Coming up at 4pm: @NASA experts discuss the #RussianMeteor. Learn more about meteor &amp; listen to panel live at 4pm ET: http ...","10","7","0","140","24","1","1"
"RT @ClaudeSabot: Terminal Humor for Dummies in the nwo.  #nwo #lax #dummies #falseflag #infowars http://t.co/pn2SsePFW2","15","0","0","119","18","5","0"
"RT @yvonneridley: A police helicopter crash landed on roof of Glasgow pub last night &amp; still people trapped inside this morning: http://t.c…","12","2","0","146","24","0","1"
"RT @cwharlow: Holy fuck! @AJELive: UPDATE: #Bangladesh garment factory collapse death toll surpasses 900, says army | http://t.co/H81ABa5l…","14","2","0","141","20","1","1"
"THE GALLO FAMILY (preview) #familyphoto #family #evansyonson #camiguin #guimaras #cebu #familypicture http://t.co/ArWYmSyqfY","15","2","0","124","15","7","0"
"Other examples of early.@twitterau search fetchers are  #nswfires #llinksviewroad Fire #nswfires #links_view_road #nswfires #state_mine_fire","13","3","0","140","15","6","0"
"USGS: 6.2 earthquake strikes off Guatemala's coast: A 6.2-magnitude earthquake has shaken Guatemala's Pacific co... http://t.co/pvexKk1b","9","3","0","136","24","0","1"
"Tragedi runtuhnya gedung Rana Plaza yang terjadi di Banglades dan menewaskan setidaknya 700 orang dapat menjadi pelajaran berharga.","0","0","0","131","18","0","1"
"RT @VodafoneIT: Invia un SMS al numero 45500: donerai 2€ alla Protezione Civile per far fronte all’emergenza #terremoto in Emilia http:/ ...","7","4","0","144","22","1","1"
"RT @NewsBreaker: NEW CLOSE UP: Picture of possible rifle used in #LAXshooting http://t.co/NmJUa5edJP - @NBCLA http://t.co/6Wixo2spTp","5","2","0","132","21","1","1"
"Plz flw @PatriotRadioNet: Bangladesh building collapse #toll touches 931 -   http://t.co/J5cWVtTvdz","6","1","0","99","13","1","1"
"RT @DougInBoulder: Great photo! .@codycrouch: Good retardant line on the #FlagstaffFire http://t.co/xgjBHz7b #boulderfire #COfire","10","0","0","129","17","3","0"
"Bangladesh building owner faces murder complaint over collapse - Reuters http://t.co/gOtUVVyUcF","8","1","0","95","13","0","1"
"F.B.I to investigate Colorado wildfires http://t.co/tygVJSgQ #tcot #waldocanyonfire","7","1","0","83","13","2","1"
"RT @nypost: Witnesses describe LAX shooting suspect as fairly young and dressed in camouflage http://t.co/tgH6Ls9XGx","7","1","0","116","18","0","1"
"RT @Nneeiilliioo: All of Colorado is on fire... Except for the Rockies. #lastplace","6","1","0","82","13","1","1"
"Private Limited Company STROMA PROPERTIES LIMITED from United Kingdom  here http://t.co/5JVCkRNOEx #West #PROPERTIES #STROMA","12","0","0","124","17","3","0"
"Holy cow. What a video of the Russian meteor http://t.co/UhhxoAyH  (via @Latinoreview)","5","0","0","86","15","0","1"
"@HauzOfSam : Welcome to the year of the space rock: First a meteor exploded over Russia, followed by an asteroid fly...  @Fernand0Monster","8","3","0","137","21","0","1"
"RT @eltukam: Ánimo y calma Guatemala, España os apoya #TerremotoGT #temblorgt","9","1","1","79","12","2","1"
"Dsd Punto Fijo: Buscando a un familiar todo en día. En los quemados, no. En los heridos leves, no. En la morgue vimos su anillo #Amuay","8","3","1","135","27","1","1"
"Me voy a comprar un Camaro  #метеорит y no voy a pagar arriendo.","2","2","1","72","12","1","0"
"Scientists Figured Out Where That Russian Meteor Came From:      On February 15th, a meteor shook Russia as it... http://t.co/mEBHd6RI8d","7","3","1","136","22","0","1"
"RT @SexenioMX: Sin esperanzas de más supervivientes en #Dacca, #Bangladesh, tras el derrumbe del Plaza Rana http://t.co/TMH1TFEKkE","9","0","0","131","21","2","1"
"RT @DMcCaffreySKY: MT @VMcAVSKY Sign across from #Clutha pub, fitting for those who rushed to #GlasgowHelicopter crash to help: http://t.co…","11","4","0","142","22","2","1"
"RT @rtve: El terremoto de Guatemala, de magnitud 7,2 en la escala Richter, causa al menos 48 muertos y más de 100 heridos http://t.co/p4 ...","9","0","0","141","29","0","1"
"A new dance called the #helicopter https://t.co/WCQa6trFDY","3","1","0","58","10","1","0"
"Thinking of the people and wildlife right now at beautiful #nordswharf #nswfires http://t.co/GmfASmV553","6","1","0","103","16","2","1"
"RT @PuchikaMucha: Pute O.o RT “@el_Periodico: Usuarios reportan más daños materiales en San Marcos. (Foto: Dixon Vasquez) | #TemblorGt h ...","14","1","0","144","22","1","1"
"#earthquake: At 12:35 PM UTC, in Minahasa there was a #seismic activity: M4.7, depth 35.70km","8","1","0","92","18","2","0"
"RT @702sydney: A couple of kilometres of ember activity being reported at #wilton : @NSWRFS #nswfires","9","3","0","101","15","2","1"
"RT @The_Newstime: AP News Minute: New photo released of second suspect; No death toll yet on Texas plant explosion; Musharraf arre...-&g ...","14","1","0","140","22","0","1"
"RT @Ash_ann88: My friend took this at Horsetooth Reservoir, one of my favorite places in CO.. #devastating #Colorado http://t.co/OTwN0lEm","10","2","0","137","22","2","1"
"RT @UNICEF: WATCH: Variety is the spice of life – and a key to good nutrition for children. #Bangladesh #1in4stunted http://t.co/rkZ76O8DSa","11","3","0","141","23","2","0"
"RT @solosismos: Aviso #Sismo con Magnitud 1.8, 4km W en Cobb, California","9","1","0","72","13","1","0"
"RT @davidbangladesh: #bangladesh Fire service explains why it did not use specialist donor funded search and rescue cameras http://t.co/nrL…","10","5","1","142","22","1","1"
"RT @ComicalTshepo: Can the #RedOctober marchers also cc the etolls on their placards and chants. Can't waste a good crowd.","7","4","0","122","21","1","0"
"RT @SkyAlertMx: Muy fuerte terremoto de 7.9 en Costa Rica #SismoEnVivo http://t.co/uKK0pwM4","7","0","0","91","16","1","1"
"Went back in the ole memory banks and relived a mountain hike with my late great brother Mike. Posting about it tomorrow. #Colorado #hiking","9","3","1","139","24","2","0"
"Quake rocks Costa Rica http://t.co/nkD5tU8v","5","0","0","44","8","0","1"
"RT @A_Ducktrumpet: My heart and prayers go out to everyone affected by the Boston Marathon explosions ?","8","2","0","106","16","0","1"
"Colorado Springs fire threatens the Air Force Academy #WaldoCanyonFire #COFIre http://t.co/2Ba5rQ80","11","1","0","99","14","2","1"
"@colominaM: RTMe dicen q Ramón Blanco, gerente de Fire School, compañía que apagó el incendio en #Amuay es uno de los 23000 botados de PDVSA","12","2","3","144","27","1","0"
"RT @poinfo: Principales medios de Costa Rica inhabilitados tras fuerte terremoto http://t.co/wtKNGeIu","5","0","0","101","15","0","1"
"5日19時2分頃 - 最大震度 1 - 震源地 宮城県沖 http://t.co/tkC7elc6 #地震 #earthquake","0","0","0","99","9","2","0"
"#Sismo #Mundo #USGS M 2.7, Central California: Monday, November 19, 2012 18:07:40 UTCMonday, November 19, 2012 1... http://t.co/LDOZcWnE","11","0","0","136","24","3","0"
"Lady, in her favorite perch above the backyard! ... #MyDog #CockerSpaniel #Colorado  http://t.co/I09YZYHB","7","0","0","105","15","3","0"
"#RussianMeteor  Truly the only B discussion one should call a girl is in fact attractive. Bitches love being also known as attractive.","6","6","1","134","22","1","0"
"Boulder, CO; Volunteers take on work of reseeding Fourmile Fire burn area: http://t.co/u8z4SPDA","8","3","0","95","16","0","1"
"Policía #brasileña descubre red de #tráfico de #inmigrantes de #Bangladesh http://t.co/fDPMk9kKaO via @biobio","10","1","0","112","19","4","0"
"RT @zomanno: EARTHQUAKEEE!! #earthquake","4","0","0","39","4","1","0"
"http://t.co/xo9HyrdV  #RussianMeteor Now this  is truly f'n crazy!","2","1","0","66","12","1","1"
"RT @TheSmarmyBum: Need a T-shirt? 100% of the proceeds from these go to benefit Colorado wildfire victims http://t.co/37VnQcng","9","4","0","126","22","0","1"
"RT @abelrera: En donde estuvo más fuerte el temblor? En chiapas o guatemala? @TapaRecomienda @SoloenChiapas","5","2","1","108","16","0","1"
"Just reading about the helicopter crash in glasgow. My thoughts go out to all the family and friends of those involved.","6","3","0","119","21","0","1"
"RT @ibnlive: Bangladesh factory building collapse death toll hits 1,021 http://t.co/vMaMofroIp #Bangladesh","11","1","0","106","16","1","1"
"#nswfires  Dept of Primary Industries (#dpi) responsible for animal welfare relief services for livestock, wildlife http://t.co/PLv7B4UHf2","14","0","0","138","19","1","0"
"#earthquake: M 4.5, Taiwan region http://t.co/7FmNQZdm","4","1","0","54","10","1","0"
"Ficha #EU a dos socios de “El Chapo” Guzmán en #Guatemala http://t.co/amuLmaxv vía  Están por cumplirse 12 años de su fuga. @fuentes_sarah","15","0","0","146","29","2","0"
"Chinese billionaire feared dead in French helicopter crash https://t.co/XiztahsmM3","4","1","0","82","12","0","0"
"Bangladesh building collapse toll rises to 430: Authorities say it may take another five days to clear the rub... http://t.co/aieGtJQQo8","7","5","1","136","23","0","1"
"RT @sumitoestevez: Feo el giro de los Tw de la tragedia de #Amuay. Bájenle dos y tal vez recuerden que hay víctimas que prefieren ayuda  ...","11","3","1","142","27","1","1"
"RT @cnnbrk: Death toll in Bangladesh building collapse rises to 803, state news agency reports. http://t.co/Zn03W5aZ3n","11","1","0","118","19","0","1"
"Get the Dodgers clearly the fuck outta hea!!!!!!! #RedBirdGang #RedOctober","7","1","0","74","10","2","0"
"Sun through the smoke. #nofilter #sydneyfires http://t.co/mFBzcBKg2Q","6","0","0","68","10","2","1"
"Meteor Strike in Russia http://t.co/QWQjwcER Our hearts go out to all the Russian people affected by this extremely rare event.","6","2","0","127","23","0","0"
"Blogging the Earthquake's Aftermath from Huitán, #Guatemala http://t.co/YPswfUux via @globalvoices","7","1","0","99","15","1","0"
"RT @ResultadosFut: ¡GOOOOOOOOL! ¡Gol de Salcido! Al minuto 43’ se adelantan, #CostaRica 0-1 #México #EliminatoriaConcacafBrasil2014","9","2","1","136","17","3","0"
".@TwitterForNews RT @ABC7 #LAX Terminal 3 Shooting Timeline http://t.co/7lclxcAVEf","6","0","0","82","12","1","1"
"RT @90seg: [#ALAIRE] Terremoto de 7.6 grados sacude Costa Rica http://t.co/avL7pNu3","9","1","0","83","15","0","1"
"RT @AnthonyClarkAU: Baptism of fire gives lensman rare insight | Newcastle Herald http://t.co/IdFoKKVKJY #NSWRFS #nswfires","12","1","0","123","17","2","0"
